tenure_months,monthly_charges,total_charges,contract_type,support_calls,is_senior_citizen,has_tech_support,churn
9,26.91,211.9,2,0,0,0,1
8,92.79,715.38,2,1,0,1,1
41,48.81,1794.8,0,2,0,0,1
13,92.37,1196.06,0,1,0,1,1
72,26.64,1994.66,1,2,0,0,0
62,106.25,6608.62,2,2,1,1,0
51,103.55,5415.37,1,2,1,0,0
53,28.89,1460.61,0,0,0,1,1
43,22.38,978.18,1,3,0,0,0
4,25.63,90.89,1,2,0,0,0
28,105.36,2547.89,2,4,1,1,1
36,43.47,1535.48,1,2,0,0,0
66,74.83,4249.28,0,0,0,0,0
16,62.62,1030.47,0,3,0,1,1
36,99.55,3541.91,0,1,0,1,1
25,68.89,1791.9,0,0,0,0,1
9,70.07,575.62,2,1,0,1,0
7,118.91,788.45,0,2,0,0,1
26,35.01,908.75,0,0,1,0,0
6,103.07,555.68,0,1,0,1,1
4,25.17,96.49,1,0,1,0,1
25,67.76,1663.33,0,1,0,0,0
14,108.63,1590.42,0,2,1,0,0
40,86.52,3457.13,2,2,0,1,1
1,88.52,77.33,0,0,0,1,1
22,46.33,963.27,0,1,0,0,0
33,61.86,1975.55,0,1,1,1,1
70,56.66,3487.58,1,2,0,1,0
46,72.14,3107.36,1,2,0,0,0
64,66.22,3843.1,2,3,0,1,0
25,52.69,1150.97,0,0,0,0,1
32,50.55,1540.62,2,1,0,0,0
30,45.09,1194.61,1,0,0,0,0
64,56.5,3500.68,0,1,0,0,0
70,34.99,2165.03,0,2,0,1,1
70,107.21,7465.07,0,2,0,1,0
54,80.21,3850.77,2,0,0,1,0
36,33.38,1236.84,0,3,0,0,1
39,89.39,2981.55,0,0,0,0,0
71,104.77,7099.46,1,1,0,0,0
20,43.75,799.77,2,2,0,0,1
25,35.06,784.48,1,1,0,1,1
65,20.86,1280.4,1,1,0,1,0
28,24.73,705.18,0,3,0,1,1
17,96.23,1689.99,2,1,0,1,0
40,118.72,4324.49,0,0,0,0,1
23,24.49,496.16,0,2,0,0,0
65,94.81,6125.85,2,2,1,0,0
66,27.19,1734.24,0,1,0,1,1
22,79.21,1551.29,0,0,0,0,1
38,95.61,3640.66,1,2,0,0,1
71,55.92,3786.84,0,2,0,1,0
54,21.09,1116.86,0,3,0,0,0
15,79.52,1099.6,1,2,1,1,0
43,119.12,4803.66,1,0,0,0,0
45,45.76,1824.59,1,0,0,1,1
47,38.95,1833.04,0,3,0,0,0
1,32.39,28.55,1,0,1,1,0
21,75.53,1595.11,2,0,0,1,1
62,79.64,4985.09,0,3,0,0,0
17,99.23,1685.76,0,2,1,1,1
21,95.31,1709.06,0,0,1,1,1
23,109.25,2273.1,0,5,0,1,0
12,100.58,1138.97,0,2,0,1,1
11,44.73,476.83,1,2,0,1,1
25,75.59,1953.71,2,2,0,0,0
63,49.74,2898.98,0,2,0,0,0
0,52.98,0.0,1,2,0,0,0
20,113.19,1998.22,0,3,0,1,1
4,88.19,326.04,0,0,0,1,1
40,117.46,4042.77,1,1,0,1,1
18,61.69,1108.75,0,2,0,0,1
57,73.74,3699.35,2,3,0,1,0
42,68.71,2601.29,0,1,0,1,0
57,30.73,1760.45,0,3,0,0,0
46,43.67,1922.33,0,3,0,1,1
32,72.76,1985.58,0,1,0,0,1
62,26.74,1409.94,2,2,1,1,0
34,113.15,3662.95,1,3,0,0,1
69,32.38,2035.35,0,1,1,1,1
72,39.8,2539.1,0,2,0,0,0
42,96.53,3943.65,1,2,0,0,1
49,29.69,1303.05,1,0,0,1,0
18,110.03,1918.04,0,2,0,1,1
59,92.57,5056.67,0,1,0,0,0
49,26.86,1167.88,0,3,0,0,0
65,89.18,5087.31,0,1,0,1,1
19,83.16,1417.88,0,2,0,1,1
57,95.73,4670.67,0,2,0,0,0
34,102.82,3186.93,0,1,0,0,1
13,91.84,1230.2,0,5,0,0,1
12,78.62,958.79,0,0,0,1,0
41,52.25,1980.3,2,4,0,1,0
23,89.73,1991.9,1,0,0,1,0
7,115.7,780.32,0,1,0,0,0
31,78.75,2479.69,0,1,0,1,0
47,86.43,3644.85,0,1,0,0,1
23,63.71,1332.39,2,3,0,1,1
69,95.61,6005.71,1,3,0,0,1
56,119.77,5755.88,0,1,0,0,1
37,36.04,1217.38,2,2,0,0,0
68,40.24,2806.32,2,2,0,0,0
31,73.94,2366.4,2,1,0,0,1
10,68.14,594.13,0,3,0,1,1
2,77.16,145.31,0,5,0,1,1
68,24.91,1568.99,1,2,0,1,0
70,60.43,4009.59,0,1,0,1,0
53,78.3,3987.82,1,2,0,0,1
7,78.52,469.42,1,1,0,1,1
21,85.73,1833.54,0,3,0,0,0
2,92.02,192.27,0,0,1,0,1
3,84.15,247.57,0,3,0,0,1
17,99.02,1653.19,0,1,0,0,1
41,82.48,3231.52,1,0,0,1,0
4,73.75,270.47,1,0,0,0,0
71,80.62,5035.97,0,0,0,0,1
33,30.12,960.97,1,0,1,1,0
19,47.32,772.3,0,2,0,0,1
37,72.74,2731.48,1,3,0,1,0
57,107.3,5713.55,0,0,0,0,1
22,87.91,1804.35,1,1,1,1,1
3,29.04,79.75,1,4,0,1,1
3,79.23,248.12,0,5,0,0,1
62,42.17,2313.82,1,0,0,1,0
8,93.4,657.73,2,1,0,0,1
46,102.74,4173.6,0,0,0,0,1
28,79.35,2181.15,1,3,0,1,0
56,79.14,4646.25,2,2,0,1,0
4,53.86,193.27,2,1,0,0,1
65,64.63,4331.7,0,3,0,0,0
50,106.41,4818.9,1,3,0,0,0
32,92.33,2894.23,2,0,0,1,1
15,71.98,926.49,1,1,0,1,0
71,56.82,3829.0,0,2,0,0,0
22,25.04,540.37,0,1,0,1,1
35,34.3,1149.2,1,1,0,0,0
28,39.3,987.68,0,0,0,1,0
16,57.34,931.84,0,6,0,1,1
30,114.41,3583.41,0,0,0,1,0
11,70.52,730.6,1,2,0,0,0
0,43.48,0.0,0,1,0,0,1
21,30.58,647.37,2,2,0,0,1
8,53.83,386.84,1,2,0,1,0
30,101.57,3116.85,2,3,0,1,1
62,58.33,3276.66,2,2,0,0,0
11,97.25,1075.28,0,1,0,0,1
0,100.27,0.0,1,1,1,0,1
8,31.08,225.68,0,3,0,1,0
37,80.87,2862.7,2,2,0,1,0
20,115.91,2213.84,0,1,0,0,1
35,60.21,2149.68,1,2,0,1,0
2,25.09,52.65,2,1,0,0,0
24,112.33,2349.34,0,2,0,1,1
29,108.37,2841.9,2,1,0,0,0
31,72.21,2062.83,0,1,0,0,1
40,75.23,2846.05,0,2,0,1,1
56,41.17,2187.44,0,2,0,1,0
34,101.95,3539.92,0,1,0,0,1
61,69.86,4278.98,1,2,0,1,1
38,23.39,758.85,2,1,0,1,0
19,88.3,1578.72,0,0,0,0,1
16,115.05,1792.23,1,0,0,1,1
23,102.92,2230.05,2,4,0,1,0
43,47.72,1797.78,1,1,0,0,0
17,25.33,400.25,0,3,1,1,0
66,114.04,7017.32,2,1,0,1,0
35,113.71,3532.29,0,0,0,0,1
63,73.24,4619.94,1,2,0,1,0
49,84.23,3773.48,1,1,1,0,1
24,66.26,1539.03,1,2,0,1,1
16,61.98,945.22,0,1,1,1,1
54,31.94,1768.72,0,0,0,0,0
24,29.68,622.85,1,0,1,1,0
18,43.27,679.83,0,2,0,0,1
67,103.66,6320.59,0,2,0,1,1
35,34.58,1133.13,1,0,0,1,1
3,42.67,116.45,1,1,0,0,0
36,74.86,2702.07,0,3,1,1,1
33,41.51,1231.55,0,2,0,0,1
63,36.32,1983.73,2,1,0,1,1
51,76.33,3631.08,0,1,0,1,1
13,56.81,741.98,0,2,0,1,1
10,82.62,842.82,0,3,0,0,1
44,111.22,4877.38,0,1,0,1,0
3,35.1,101.25,2,2,1,1,1
23,111.34,2547.6,0,2,1,1,1
10,110.25,1087.37,0,2,0,1,1
1,102.91,92.3,0,2,0,1,1
67,83.13,5347.77,0,3,1,0,1
6,82.01,494.09,0,2,1,0,1
0,83.92,0.0,2,1,0,1,0
68,89.05,5939.1,1,0,0,0,0
13,21.65,266.34,0,0,0,1,0
59,115.81,6495.47,0,3,0,1,0
2,78.56,136.38,0,1,0,1,0
11,98.15,1061.56,0,2,0,1,0
8,57.73,472.53,1,1,0,1,0
51,21.24,951.39,0,1,0,1,0
45,70.97,2948.45,1,4,0,1,0
34,70.72,2067.21,2,2,0,0,0
17,63.7,926.88,0,0,1,0,0
6,53.97,339.34,2,1,0,0,0
41,44.98,1749.56,0,4,0,1,1
16,72.75,1072.16,0,1,1,0,1
43,57.53,2238.72,2,0,0,1,1
50,116.99,6118.59,0,0,0,1,1
62,37.29,2081.82,1,1,0,0,0
36,51.97,1861.83,1,1,0,1,1
0,49.4,0.0,0,0,1,0,1
20,74.33,1284.57,2,1,1,1,1
62,69.93,4277.8,0,4,0,0,0
38,84.37,2726.2,2,4,0,0,0
45,115.0,5098.15,0,1,0,0,0
33,48.52,1441.16,0,3,0,1,1
11,89.28,981.31,0,1,0,0,1
65,22.5,1468.28,2,3,0,1,0
56,46.24,2576.03,0,1,1,1,1
72,66.37,4085.24,2,2,0,0,0
62,23.1,1418.95,0,0,0,0,0
21,81.77,1799.64,0,2,0,0,0
18,87.83,1420.51,0,4,0,1,1
18,94.67,1541.91,0,5,0,1,1
67,71.66,4862.22,2,2,0,0,0
40,80.39,2836.41,0,5,0,1,1
33,59.61,1931.95,1,1,0,0,0
70,24.13,1690.8,1,0,0,1,0
44,30.0,1131.81,0,3,0,0,0
66,85.5,5421.53,1,3,0,0,0
71,119.56,8193.14,2,3,0,0,1
5,21.58,98.26,1,1,0,1,1
26,75.76,2019.53,0,1,0,1,1
53,95.1,4448.32,1,2,0,0,0
59,102.68,5590.67,1,1,0,0,0
10,74.52,759.91,0,0,0,1,1
23,81.99,1674.81,1,1,0,0,0
40,89.67,3638.0,0,0,0,1,0
58,105.9,5318.0,1,3,0,0,0
8,32.23,244.39,2,2,0,0,0
43,112.62,4189.22,2,3,1,1,0
21,22.6,467.76,2,3,0,0,1
15,103.62,1566.92,1,3,0,1,1
37,27.67,1044.24,1,2,1,0,0
30,39.46,1238.55,0,4,0,0,1
46,20.39,923.31,0,3,0,1,0
23,64.53,1489.85,0,0,0,0,1
60,53.44,3049.77,0,4,1,1,1
5,36.6,188.96,2,1,0,1,0
62,65.11,3951.04,2,0,0,1,0
2,60.24,123.7,0,3,1,0,1
53,96.77,4601.01,0,2,0,0,1
25,109.31,2594.33,1,3,0,0,1
27,85.26,2292.73,0,3,0,1,0
1,32.44,28.89,2,1,0,0,0
51,49.54,2254.35,2,3,0,0,0
12,111.33,1396.89,0,1,1,1,1
48,28.87,1298.35,0,0,0,0,0
52,60.69,2797.26,0,2,0,1,0
61,114.25,6385.87,0,2,0,0,1
51,115.07,5454.69,0,2,0,1,1
22,61.12,1310.51,0,2,1,1,1
53,86.74,4756.3,0,1,0,0,1
60,65.67,4126.64,0,2,0,1,0
23,95.35,2149.93,0,1,1,1,1
9,23.16,206.35,1,1,1,0,0
64,34.42,2014.24,0,3,0,1,1
10,81.42,831.65,2,0,0,1,0
43,43.26,1662.18,0,1,0,1,0
17,86.61,1282.84,0,3,0,1,1
9,55.12,518.23,0,1,0,0,1
56,108.66,6223.87,1,4,1,0,0
10,101.93,928.31,0,1,0,0,1
48,69.28,3275.67,0,2,0,0,0
50,97.29,4589.19,0,1,0,0,1
4,47.11,172.35,2,1,0,0,0
12,69.43,755.97,0,2,0,0,1
57,39.75,1987.53,0,3,0,1,0
37,106.09,3767.78,2,2,0,0,0
8,102.31,768.81,0,1,0,1,1
72,110.21,7557.7,0,1,0,1,1
19,107.75,1828.34,2,2,0,1,0
0,115.96,0.0,0,0,0,0,1
67,42.83,2805.67,0,1,0,1,0
1,113.18,116.57,0,4,0,1,1
40,77.12,2689.5,0,2,0,1,0
72,62.25,4368.02,2,0,0,0,0
42,76.04,3257.21,1,0,0,0,1
42,54.26,2087.91,1,1,0,1,0
28,48.86,1216.26,0,1,1,0,1
9,44.13,358.65,1,6,0,1,1
41,28.24,1047.37,1,1,0,1,0
65,69.66,4253.69,0,1,0,1,1
6,108.78,597.33,2,0,0,1,0
64,83.02,4804.56,1,1,0,1,0
30,72.1,2119.1,1,0,1,1,0
39,62.86,2109.81,0,0,0,1,1
12,66.44,731.96,0,1,0,0,1
45,40.93,1819.66,1,0,0,1,0
13,102.29,1177.07,1,1,0,1,1
19,39.84,676.86,0,0,1,1,1
52,91.66,4242.66,0,0,0,0,0
3,96.0,244.85,2,2,0,0,1
32,77.49,2342.69,0,1,1,1,1
43,106.29,3920.51,0,1,1,0,0
9,49.11,399.82,1,3,0,1,1
21,108.16,2382.57,0,3,0,1,1
25,92.94,2401.75,0,4,0,0,1
48,99.87,4280.9,0,3,1,0,0
71,86.46,5598.46,2,1,0,1,0
61,104.63,6016.98,0,2,0,0,1
13,119.31,1580.32,1,2,0,1,0
1,62.02,62.67,2,0,0,1,1
3,101.39,266.22,1,1,0,1,1
43,94.46,3553.61,0,0,0,0,1
11,65.29,670.32,0,3,0,0,1
16,112.69,1846.35,0,0,0,1,0
61,59.44,3721.62,1,0,0,0,0
63,76.55,4202.81,2,0,0,0,0
61,30.59,1800.42,1,0,0,1,0
18,42.58,675.34,0,1,0,0,1
45,104.07,4623.33,0,1,0,0,0
44,59.66,2712.42,2,0,0,1,0
13,59.41,726.73,0,0,0,0,1
40,44.6,1546.04,2,3,0,0,0
38,69.16,2538.33,0,2,0,0,1
28,100.58,2623.9,1,0,0,1,0
54,109.52,5986.11,2,0,0,1,0
49,27.01,1215.05,0,0,0,1,1
38,77.48,3017.79,0,2,0,1,1
52,66.73,3139.41,2,2,0,0,0
55,81.43,3947.95,0,0,0,1,0
41,64.73,2418.52,0,1,0,0,1
19,59.86,974.68,0,1,1,1,1
55,67.19,3349.0,0,3,0,1,1
52,78.2,3993.3,1,1,0,0,1
71,70.1,4372.17,0,3,0,1,0
10,67.21,586.25,0,2,0,1,1
30,101.78,2676.24,2,1,0,0,1
67,94.56,5483.46,0,3,0,1,0
37,54.14,2053.11,0,1,0,1,1
68,100.06,7068.23,1,1,1,0,1
0,105.37,0.0,2,2,0,0,1
2,35.35,70.84,1,0,0,1,0
58,78.27,4527.99,2,1,0,0,0
26,48.53,1324.09,0,1,1,0,1
37,93.92,3195.56,0,1,0,1,1
31,43.88,1233.91,2,3,0,1,0
29,87.14,2376.99,2,0,0,0,0
68,45.51,3160.64,1,0,0,0,0
6,71.11,424.83,0,2,0,1,1
56,114.86,6074.05,0,0,0,0,0
64,58.13,3344.24,0,1,0,1,0
47,107.57,5032.55,2,1,0,1,0
28,118.69,3392.8,2,0,0,0,0
11,107.49,1099.61,0,1,0,1,0
49,36.59,1763.72,0,0,0,1,0
34,101.97,3224.44,0,1,1,1,1
10,23.21,219.5,0,0,1,0,1
26,59.33,1473.14,1,2,0,0,1
70,107.07,7533.46,1,3,0,1,0
19,88.88,1765.56,0,1,0,1,1
13,73.27,894.29,1,2,1,1,0
49,58.79,2645.83,2,3,0,0,0
14,101.23,1310.53,0,3,0,1,1
67,90.96,5343.36,0,5,0,0,1
62,66.84,3768.58,0,1,0,1,0
71,109.25,6727.35,0,1,0,1,1
66,42.99,2654.56,0,2,0,1,0
17,37.04,556.3,1,0,0,0,0
15,84.28,1162.16,0,0,0,1,1
25,117.2,2955.54,0,1,1,0,1
34,44.73,1367.5,2,1,0,0,0
64,44.97,2798.58,0,1,0,1,0
53,33.95,1853.76,1,2,0,1,0
47,106.06,4802.3,1,2,0,1,0
64,42.64,2425.39,2,4,0,1,0
47,70.32,3037.18,1,1,0,0,1
27,119.09,3112.77,2,0,1,0,1
30,21.21,605.33,1,1,1,1,0
37,75.65,2462.39,0,1,0,1,1
6,71.23,401.46,0,1,0,1,1
54,100.74,5214.82,0,1,0,0,1
47,55.53,2357.97,0,3,0,0,1
53,61.03,3145.6,0,2,0,1,0
38,36.79,1207.93,0,1,1,0,1
57,94.08,4919.19,0,0,0,1,1
69,98.47,6868.19,0,1,0,0,1
41,33.67,1244.99,0,2,1,0,0
32,59.35,1844.19,1,0,1,0,0
7,109.29,713.01,1,3,0,0,1
56,20.27,1036.7,2,2,0,1,0
65,49.88,3349.93,0,3,0,0,0
51,75.5,3537.27,2,1,0,0,0
63,53.41,3019.38,1,1,0,1,1
62,47.2,3019.64,0,0,0,0,1
58,66.0,3824.89,2,2,0,1,0
36,38.15,1354.67,0,1,0,0,0
7,72.96,439.17,1,0,0,0,0
0,90.67,0.0,1,2,0,0,1
14,77.53,1061.18,0,1,0,1,1
31,29.31,810.38,1,1,0,0,1
54,104.44,5048.3,0,1,0,1,0
33,37.5,1244.71,0,2,1,1,1
1,96.48,87.53,0,4,0,0,1
15,56.06,726.8,0,3,0,1,1
71,98.28,5982.04,0,0,0,0,1
72,40.63,2745.85,1,2,1,0,0
27,38.67,1016.34,0,1,0,1,0
58,69.7,4138.72,0,0,0,0,0
52,23.29,1056.26,1,0,1,1,0
67,42.53,2534.17,0,0,0,1,1
64,92.4,5653.17,0,5,0,0,1
45,103.74,4308.01,1,3,0,0,0
28,28.08,744.18,2,1,1,1,0
45,108.21,5039.03,0,0,0,0,1
23,99.75,2200.14,0,2,0,0,0
25,106.97,2495.14,1,0,0,0,0
44,89.84,4142.26,2,1,0,0,0
41,87.42,3093.34,0,0,0,1,1
42,72.51,3156.34,0,3,0,0,1
28,85.28,2269.24,0,1,0,0,0
29,111.91,3085.56,1,2,0,1,1
0,30.05,0.0,2,1,0,1,1
43,51.58,2110.29,1,0,1,1,0
42,27.25,1073.18,0,1,0,1,0
68,114.48,7041.19,1,1,0,0,1
36,64.53,2280.71,2,4,0,0,0
34,87.53,2868.67,0,0,0,1,0
4,104.11,371.83,2,1,0,0,0
14,119.1,1653.87,0,0,0,1,1
24,36.18,849.93,0,0,0,0,0
27,99.95,2508.31,1,1,0,1,1
26,108.74,2405.64,0,1,0,1,0
28,24.89,654.63,2,1,0,1,0
56,95.41,4547.99,0,3,0,0,0
9,55.47,431.83,0,3,0,1,1
24,84.86,1906.54,0,0,0,1,0
11,71.4,680.46,0,0,0,1,0
22,45.97,915.4,0,0,0,1,1
49,33.52,1611.43,1,0,0,0,0
3,31.69,86.68,0,0,0,0,0
24,30.33,763.97,0,5,1,0,1
1,83.78,86.57,1,1,0,1,0
69,55.14,3679.34,0,3,0,1,0
53,41.66,2303.78,1,1,0,0,0
17,89.19,1552.02,0,0,0,1,1
14,88.68,1134.48,0,0,0,0,1
7,73.92,517.4,1,0,1,1,1
34,113.5,3385.76,1,2,0,0,1
55,58.54,3177.56,2,2,0,0,0
42,103.59,4125.48,0,2,0,0,0
64,27.51,1502.47,0,2,0,1,0
25,93.98,2125.94,1,1,1,1,1
20,118.84,2474.43,1,2,1,0,1
34,104.66,3249.45,1,2,0,1,1
14,77.97,967.46,1,1,1,1,0
71,82.68,5209.91,1,2,0,0,0
13,55.33,680.34,0,2,0,1,1
34,87.95,3045.71,1,1,0,0,0
38,97.04,3693.42,0,2,0,1,1
4,119.82,449.26,0,3,0,1,1
34,69.25,2099.61,1,0,0,0,0
33,26.13,740.89,0,0,0,1,0
18,79.59,1350.28,0,1,0,0,1
9,31.9,290.82,2,1,0,1,0
3,44.48,132.9,1,0,1,1,1
0,52.88,0.0,0,3,0,0,0
35,93.1,3157.29,2,2,0,1,0
6,38.38,215.83,0,2,0,0,1
70,36.58,2473.04,1,1,0,1,0
17,24.5,397.13,0,0,0,1,1
47,107.32,4974.4,0,2,0,1,1
49,89.35,4165.99,0,2,0,1,0
36,23.99,896.56,0,4,0,1,0
64,22.83,1367.03,0,1,0,0,0
8,75.87,517.85,0,0,0,0,1
17,48.25,735.99,1,1,0,1,1
18,79.67,1362.53,0,2,0,0,1
9,63.46,547.22,0,4,0,0,1
21,112.33,2265.7,2,0,0,0,1
22,48.78,1065.55,1,1,1,1,0
55,87.91,4375.38,2,2,0,1,0
22,25.41,549.51,0,2,0,0,0
63,115.59,7215.22,0,3,0,0,1
56,118.08,6164.53,1,0,0,1,0
65,93.91,5679.51,1,0,0,0,0
7,66.52,412.46,0,1,0,1,1
71,42.0,2781.6,2,3,0,1,0
44,101.25,4487.8,1,1,1,1,0
71,93.64,6859.82,1,1,0,0,1
25,42.2,1022.0,0,1,0,1,0
69,65.12,4088.32,1,2,1,1,1
42,66.28,2746.06,0,0,0,0,1
5,102.64,512.19,2,2,0,1,0
29,88.38,2348.86,0,0,0,0,1
10,84.32,856.11,0,0,0,1,0
68,84.98,4997.02,0,1,0,1,0
22,47.05,882.06,1,2,0,0,0
16,57.17,800.01,2,1,0,0,0
40,24.57,866.05,2,1,0,0,0
31,98.69,3138.28,1,2,0,0,1
7,63.3,414.3,2,2,1,1,0
59,63.82,3407.62,1,0,0,0,0
61,44.54,2542.55,0,2,0,1,1
54,40.94,2053.73,1,2,1,0,1
45,78.78,3227.08,0,0,1,1,1
29,43.26,1100.96,0,2,0,1,0
39,26.42,1010.99,0,4,0,1,0
38,96.75,3225.47,0,2,0,1,0
12,57.65,695.32,2,0,0,1,1
5,58.02,258.29,2,1,0,1,0
18,63.13,1132.11,0,2,0,1,1
33,101.5,3386.74,1,2,0,0,0
11,52.08,501.31,0,0,0,0,0
7,95.8,581.64,0,1,0,0,0
62,113.95,7346.89,0,1,0,1,1
27,86.09,2191.03,0,3,0,1,1
42,63.17,2589.59,0,2,0,1,1
38,94.78,3078.15,0,3,1,1,1
53,65.79,3158.2,0,2,1,0,0
54,61.44,3155.45,0,1,0,1,0
21,72.53,1564.63,2,0,0,0,0
61,51.77,2855.71,0,2,1,0,1
27,30.43,825.75,0,1,1,1,0
60,61.49,3624.62,0,5,1,0,0
29,32.39,820.07,0,1,0,1,0
8,61.04,443.72,0,1,0,1,1
55,75.69,3736.55,0,1,0,1,1
2,113.07,212.23,1,1,0,0,1
56,23.62,1292.39,1,4,0,0,1
3,82.15,230.85,1,2,0,0,1
15,65.77,886.82,1,1,0,0,1
44,22.03,958.83,0,1,0,0,0
68,44.95,2955.41,0,0,0,0,1
29,31.85,881.04,0,2,0,1,0
8,41.68,320.4,0,0,0,1,1
17,47.46,721.6,0,0,0,1,0
65,60.13,3854.07,0,3,1,0,0
53,72.9,3583.58,1,3,0,1,0
7,20.1,129.82,0,2,0,0,0
28,36.19,891.67,0,0,0,0,1
19,29.36,540.75,1,0,0,0,0
12,74.97,873.13,0,2,0,1,1
61,52.91,2963.05,2,0,0,1,0
45,74.84,3441.79,2,3,1,0,1
13,42.18,558.81,2,4,0,1,1
47,22.42,918.66,0,2,1,1,1
30,114.14,3386.56,0,2,0,0,0
4,30.83,114.54,1,2,0,1,0
32,32.69,1098.32,1,2,0,0,0
13,34.65,403.15,1,0,0,0,1
17,118.13,1819.65,0,3,1,1,1
64,81.77,4911.02,0,2,0,0,1
51,81.03,3734.75,0,2,0,1,1
9,118.67,1055.64,0,0,0,0,1
62,28.84,1691.85,0,0,1,1,0
41,117.45,4305.86,2,1,0,1,0
63,40.4,2421.18,0,2,0,1,0
54,82.31,4568.12,1,0,0,1,0
24,62.01,1500.86,2,1,0,1,0
39,58.4,2163.19,0,1,0,0,1
38,113.12,3901.8,0,1,0,0,1
52,34.92,1608.79,1,0,1,1,0
18,119.71,2210.11,0,1,0,0,1
24,57.91,1378.77,0,1,0,0,0
17,84.88,1391.64,2,2,0,1,1
21,116.79,2516.08,1,1,0,0,1
11,25.76,247.75,2,1,0,0,0
2,112.29,221.55,2,1,1,1,0
68,76.78,4664.18,0,3,0,1,1
5,90.44,395.28,1,3,0,1,1
64,34.92,2107.76,1,0,1,0,1
0,73.34,0.0,1,1,0,0,0
56,87.35,5078.63,1,2,0,1,0
23,65.62,1380.66,1,3,0,0,1
37,35.5,1330.55,2,0,0,1,1
20,44.41,887.99,0,5,0,0,1
35,105.44,3629.82,1,2,0,0,0
32,23.45,775.97,0,0,0,0,1
38,90.89,3217.53,1,2,0,0,1
28,119.94,3116.3,1,3,1,0,0
39,20.75,713.91,1,1,0,1,0
60,36.1,1960.56,0,1,1,1,1
31,87.41,2780.04,0,0,0,0,1
26,26.0,638.74,0,0,1,1,1
9,78.98,652.73,0,2,0,0,1
26,88.4,2052.98,0,4,1,0,1
9,78.81,671.69,2,4,0,1,1
13,56.52,729.86,0,2,0,1,1
69,89.73,5617.67,2,0,0,1,0
6,79.43,477.32,0,0,0,0,1
35,40.76,1392.3,1,0,0,0,0
60,76.31,4613.0,1,1,1,1,0
69,108.19,6719.96,1,1,0,1,0
10,86.68,846.18,1,1,1,1,0
11,67.18,650.85,1,2,0,1,0
27,52.16,1299.54,2,5,1,0,1
40,28.59,1137.74,1,2,1,1,0
70,44.46,3038.55,0,0,0,1,1
15,21.12,281.18,0,0,0,0,0
12,118.66,1454.77,1,2,0,0,1
18,42.25,654.54,0,1,0,1,1
63,101.49,6195.94,0,1,0,0,0
2,36.86,77.17,1,0,0,1,0
27,48.36,1248.66,0,3,0,1,1
8,61.83,499.65,1,2,0,0,1
11,52.44,558.98,1,1,0,1,1
66,99.84,6633.05,1,1,0,1,0
0,115.77,0.0,1,1,0,0,1
23,107.53,2444.07,2,2,1,1,0
66,35.36,2090.03,1,0,1,0,0
44,97.67,4290.45,2,1,1,1,0
5,34.79,156.13,0,2,0,0,1
33,111.34,3843.7,1,1,0,0,1
70,71.79,4500.44,1,1,0,1,0
29,53.64,1395.86,0,3,0,0,1
38,35.7,1386.09,0,4,1,0,0
38,21.18,723.23,1,5,0,0,0
48,44.79,1982.61,0,4,0,1,1
13,111.4,1437.96,2,1,1,1,0
61,99.73,5364.15,0,4,0,0,0
72,116.98,7427.13,0,0,0,0,1
10,30.08,284.94,1,5,0,0,1
59,79.22,4200.69,0,2,0,1,1
59,45.72,2419.99,0,1,0,0,0
54,74.29,3417.32,1,0,0,1,0
27,52.05,1298.67,0,1,0,0,1
34,48.35,1501.95,0,2,0,1,0
61,77.38,4041.57,1,2,0,1,0
11,38.33,410.77,1,4,0,0,1
60,66.91,3915.56,1,1,0,1,1
67,85.08,4926.02,0,1,0,0,0
49,32.82,1468.92,0,1,0,1,0
24,113.06,2780.09,2,1,0,0,0
40,70.57,2728.05,1,1,0,0,0
3,101.95,285.17,0,1,0,0,1
68,85.39,5475.67,2,1,0,0,0
24,91.0,1947.38,0,2,0,1,1
4,91.61,370.98,1,1,1,1,1
57,107.51,6329.08,1,1,1,0,1
48,81.36,4030.77,2,2,1,1,0
45,47.82,1925.49,2,1,0,1,0
3,29.95,81.96,0,0,1,0,1
54,80.63,3840.79,1,1,0,0,0
46,26.64,1116.92,0,0,0,1,0
57,44.13,2305.53,1,3,1,0,1
60,26.07,1527.63,1,2,0,1,0
15,74.89,997.46,0,1,0,0,1
15,36.03,558.76,0,2,0,0,0
67,81.04,4727.19,0,1,0,1,1
38,99.09,3205.79,0,0,0,1,0
31,102.19,3234.38,0,1,0,1,1
20,50.95,1009.58,2,1,0,0,0
46,74.9,3173.46,0,4,0,1,1
55,76.3,4066.83,1,1,0,1,0
0,67.29,0.0,2,1,0,1,1
40,85.51,3022.53,1,3,0,1,0
72,41.01,2788.05,0,1,0,1,0
20,117.92,2171.23,2,1,0,1,1
20,29.81,580.13,1,3,0,1,0
